From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (molecular function)
RPS11	P62281	reviewed	RS11_MOUSE	Small ribosomal subunit protein uS17 (40S ribosomal protein S11)	Rps11	Mus musculus (Mouse)	158	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]
LSM3	P62311	reviewed	LSM3_MOUSE	U6 snRNA-associated Sm-like protein LSm3	Lsm3	Mus musculus (Mouse)	102	RNA binding [GO:0003723]; U6 snRNA 3'-end binding [GO:0030629]
TBPL1	P62340	reviewed	TBPL1_MOUSE	TATA box-binding protein-like 1 (TBP-like 1) (21 kDa TBP-like protein) (TATA box-binding protein-related factor 2) (TBP-related factor 2) (TBP-like factor) (TBP-related protein)	Tbpl1 Tlf Tlp Tlp21 Trf2 Trp	Mus musculus (Mouse)	186	general transcription initiation factor activity [GO:0140223]; RNA polymerase II core promoter sequence-specific DNA binding [GO:0000979]; RNA polymerase II general transcription initiation factor activity [GO:0016251]
EEF1A2	P62631	reviewed	EF1A2_MOUSE	Elongation factor 1-alpha 2 (EF-1-alpha-2) (Eukaryotic elongation factor 1 A-2) (eEF1A-2) (Statin-S1)	Eef1a2 Eef1al Stn	Mus musculus (Mouse)	463	GTP binding [GO:0005525]; GTPase activity [GO:0003924]; protein kinase binding [GO:0019901]; translation elongation factor activity [GO:0003746]
RPL18A	P62717	reviewed	RL18A_MOUSE	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Rpl18a	Mus musculus (Mouse)	176	structural constituent of ribosome [GO:0003735]
RPS25	P62852	reviewed	RS25_MOUSE	Small ribosomal subunit protein eS25 (40S ribosomal protein S25)	Rps25	Mus musculus (Mouse)	125	structural constituent of ribosome [GO:0003735]
RPS26	P62855	reviewed	RS26_MOUSE	Small ribosomal subunit protein eS26 (40S ribosomal protein S26)	Rps26	Mus musculus (Mouse)	115	mRNA binding [GO:0003729]; structural constituent of ribosome [GO:0003735]
FAU	P62862	reviewed	RS30_MOUSE	Ubiquitin-like FUBI-ribosomal protein eS30 fusion protein (FAU ubiquitin-like and ribosomal protein S30) [Cleaved into: Ubiquitin-like protein FUBI; Small ribosomal subunit protein eS30 (40S ribosomal protein S30)]	Fau	Mus musculus (Mouse)	133	protein tag activity [GO:0031386]; structural constituent of ribosome [GO:0003735]; ubiquitin protein ligase binding [GO:0031625]
RPL8	P62918	reviewed	RL8_MOUSE	Large ribosomal subunit protein uL2 (60S ribosomal protein L8)	Rpl8	Mus musculus (Mouse)	257	5.8S rRNA binding [GO:1990932]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
BLCAP	P62951	reviewed	BLCAP_MOUSE	Bladder cancer-associated protein (Bladder cancer 10 kDa protein) (Bc10)	Blcap Bc10	Mus musculus (Mouse)	87	
RPS27A	P62983	reviewed	RS27A_MOUSE	Ubiquitin-ribosomal protein eS31 fusion protein (Ubiquitin carboxyl extension protein 80) [Cleaved into: Ubiquitin; Small ribosomal subunit protein eS31 (40S ribosomal protein S27a)]	Rps27a Uba80 Ubcep1	Mus musculus (Mouse)	156	metal ion binding [GO:0046872]; protein tag activity [GO:0031386]; structural constituent of ribosome [GO:0003735]; ubiquitin protein ligase binding [GO:0031625]
RAC1	P63001	reviewed	RAC1_MOUSE	Ras-related C3 botulinum toxin substrate 1 (EC 3.6.5.2) (p21-Rac1)	Rac1	Mus musculus (Mouse)	192	ATPase binding [GO:0051117]; enzyme binding [GO:0019899]; G protein activity [GO:0003925]; GTP binding [GO:0005525]; GTP-dependent protein binding [GO:0030742]; GTPase activity [GO:0003924]; histone deacetylase binding [GO:0042826]; protein kinase binding [GO:0019901]; protein-containing complex binding [GO:0044877]; Rho GDP-dissociation inhibitor binding [GO:0051022]; small GTPase binding [GO:0031267]; thioesterase binding [GO:0031996]
SUMO1	P63166	reviewed	SUMO1_MOUSE	Small ubiquitin-related modifier 1 (SUMO-1) (SMT3 homolog 3) (Ubiquitin-homology domain protein PIC1) (Ubiquitin-like protein SMT3C) (Smt3C)	Sumo1 Smt3c Smt3h3 Ubl1	Mus musculus (Mouse)	101	enzyme binding [GO:0019899]; potassium channel regulator activity [GO:0015459]; protein tag activity [GO:0031386]; small protein activating enzyme binding [GO:0044388]; transcription factor binding [GO:0008134]; ubiquitin protein ligase binding [GO:0031625]; ubiquitin-like protein ligase binding [GO:0044389]; ubiquitin-specific protease binding [GO:1990381]
RPS17	P63276	reviewed	RS17_MOUSE	Small ribosomal subunit protein eS17 (40S ribosomal protein S17)	Rps17	Mus musculus (Mouse)	135	structural constituent of ribosome [GO:0003735]
UBE2I	P63280	reviewed	UBC9_MOUSE	SUMO-conjugating enzyme UBC9 (EC 2.3.2.-) (RING-type E3 SUMO transferase UBC9) (SUMO-protein ligase) (Ubiquitin carrier protein 9) (mUBC9) (Ubiquitin carrier protein I) (Ubiquitin-conjugating enzyme E2 I) (Ubiquitin-protein ligase I)	Ube2i Ubc9 Ubce2i Ubce9	Mus musculus (Mouse)	158	ATP binding [GO:0005524]; bHLH transcription factor binding [GO:0043425]; enzyme binding [GO:0019899]; HLH domain binding [GO:0043398]; ionotropic glutamate receptor binding [GO:0035255]; RING-like zinc finger domain binding [GO:0071535]; small protein activating enzyme binding [GO:0044388]; SUMO conjugating enzyme activity [GO:0061656]; SUMO transferase activity [GO:0019789]; transcription coregulator binding [GO:0001221]; ubiquitin-protein transferase activity [GO:0004842]
RPL22	P67984	reviewed	RL22_MOUSE	Large ribosomal subunit protein eL22 (60S ribosomal protein L22) (Heparin-binding protein HBp15)	Rpl22	Mus musculus (Mouse)	128	heparin binding [GO:0008201]; identical protein binding [GO:0042802]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
SMPDL3A	P70158	reviewed	ASM3A_MOUSE	Cyclic GMP-AMP phosphodiesterase SMPDL3A (2',3'-cGAMP phosphodiesterase SMPDL3A) (EC 3.1.4.-) (Acid sphingomyelinase-like phosphodiesterase 3a) (ASM-like phosphodiesterase 3a) (EC 3.6.1.15)	Smpdl3a Asml3a	Mus musculus (Mouse)	445	phosphoric diester hydrolase activity [GO:0008081]; zinc ion binding [GO:0008270]
DLG3	P70175	reviewed	DLG3_MOUSE	Disks large homolog 3 (Synapse-associated protein 102) (SAP-102) (SAP102)	Dlg3 Dlgh3	Mus musculus (Mouse)	849	ionotropic glutamate receptor binding [GO:0035255]; kinase binding [GO:0019900]; PDZ domain binding [GO:0030165]; phosphatase binding [GO:0019902]; protein domain specific binding [GO:0019904]; protein phosphatase binding [GO:0019903]; structural constituent of postsynaptic density [GO:0098919]; ubiquitin protein ligase binding [GO:0031625]
TRAF6	P70196	reviewed	TRAF6_MOUSE	TNF receptor-associated factor 6 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRAF6) (RING-type E3 ubiquitin transferase TRAF6)	Traf6	Mus musculus (Mouse)	530	histone deacetylase binding [GO:0042826]; identical protein binding [GO:0042802]; protein kinase B binding [GO:0043422]; tumor necrosis factor receptor binding [GO:0005164]; tumor necrosis factor receptor superfamily binding [GO:0032813]; ubiquitin conjugating enzyme binding [GO:0031624]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin protein ligase binding [GO:0031625]; ubiquitin-protein transferase activity [GO:0004842]; ubiquitin-ubiquitin ligase activity [GO:0034450]; zinc ion binding [GO:0008270]
SURF6	P70279	reviewed	SURF6_MOUSE	Surfeit locus protein 6	Surf6 Surf-6	Mus musculus (Mouse)	355	DNA binding [GO:0003677]; RNA binding [GO:0003723]
PITX1	P70314	reviewed	PITX1_MOUSE	Pituitary homeobox 1 (Hindlimb-expressed homeobox protein backfoot) (Homeobox protein P-OTX) (Homeobox protein PITX1) (Paired-like homeodomain transcription factor 1) (Pituitary OTX-related factor)	Pitx1 Bft Potx Ptx1	Mus musculus (Mouse)	315	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]; sequence-specific double-stranded DNA binding [GO:1990837]
TANK	P70347	reviewed	TANK_MOUSE	TRAF family member-associated NF-kappa-B activator (TRAF-interacting protein) (I-TRAF)	Tank Itraf	Mus musculus (Mouse)	448	cysteine-type deubiquitinase activity [GO:0004843]; deubiquitinase activator activity [GO:0035800]; metal ion binding [GO:0046872]; molecular adaptor activity [GO:0060090]; molecular function inhibitor activity [GO:0140678]; ubiquitin protein ligase binding [GO:0031625]
UFD1	P70362	reviewed	UFD1_MOUSE	Ubiquitin recognition factor in ER-associated degradation protein 1 (Ubiquitin fusion degradation protein 1 homolog) (UB fusion protein 1)	Ufd1 Ufd1l	Mus musculus (Mouse)	307	ATPase binding [GO:0051117]; K48-linked polyubiquitin modification-dependent protein binding [GO:0036435]; polyubiquitin modification-dependent protein binding [GO:0031593]; protein-containing complex binding [GO:0044877]; signaling receptor binding [GO:0005102]
ELAVL1	P70372	reviewed	ELAV1_MOUSE	ELAV-like protein 1 (Elav-like generic protein) (Hu-antigen R) (HuR) (MelG)	Elavl1 Elra Hua	Mus musculus (Mouse)	326	double-stranded RNA binding [GO:0003725]; lncRNA binding [GO:0106222]; miRNA binding [GO:0035198]; mRNA 3'-UTR AU-rich region binding [GO:0035925]; mRNA 3'-UTR binding [GO:0003730]; mRNA binding [GO:0003729]; protein homodimerization activity [GO:0042803]; protein kinase binding [GO:0019901]; RNA binding [GO:0003723]
MYBPH	P70402	reviewed	MYBPH_MOUSE	Myosin-binding protein H (MyBP-H) (H-protein)	Mybph	Mus musculus (Mouse)	483	
IDH3G	P70404	reviewed	IDHG1_MOUSE	Isocitrate dehydrogenase [NAD] subunit gamma 1, mitochondrial (Isocitric dehydrogenase subunit gamma) (NAD(+)-specific ICDH subunit gamma)	Idh3g	Mus musculus (Mouse)	393	ATP binding [GO:0005524]; isocitrate dehydrogenase (NAD+) activity [GO:0004449]; magnesium ion binding [GO:0000287]; NAD binding [GO:0051287]
UTY	P79457	reviewed	UTY_MOUSE	Histone demethylase UTY (EC 1.14.11.68) (Male-specific histocompatibility antigen H-YDB) (Ubiquitously transcribed TPR protein on the Y chromosome) (Ubiquitously transcribed Y chromosome tetratricopeptide repeat protein) ([histone H3]-trimethyl-L-lysine(27) demethylase UTY)	Uty Kdm6c	Mus musculus (Mouse)	1212	chromatin DNA binding [GO:0031490]; histone H3K27me2/H3K27me3 demethylase activity [GO:0071558]; histone H3K36 demethylase activity [GO:0051864]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]
IRX2	P81066	reviewed	IRX2_MOUSE	Iroquois-class homeodomain protein IRX-2 (Homeodomain protein IRXA2) (Iroquois homeobox protein 2) (Iroquois-class homeobox protein Irx6)	Irx2 Irx6 Irxa2	Mus musculus (Mouse)	474	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]
ELOC	P83940	reviewed	ELOC_MOUSE	Elongin-C (EloC) (Elongin 15 kDa subunit) (RNA polymerase II transcription factor SIII subunit C) (SIII p15) (Stromal membrane-associated protein SMAP1B homolog) (Transcription elongation factor B polypeptide 1)	Eloc Tceb1	Mus musculus (Mouse)	112	protein-containing complex binding [GO:0044877]; protein-macromolecule adaptor activity [GO:0030674]; transcription corepressor binding [GO:0001222]
RPL19	P84099	reviewed	RL19_MOUSE	Large ribosomal subunit protein eL19 (60S ribosomal protein L19)	Rpl19	Mus musculus (Mouse)	196	5.8S rRNA binding [GO:1990932]; large ribosomal subunit rRNA binding [GO:0070180]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
SERF2	P84102	reviewed	SERF2_MOUSE	Small EDRK-rich factor 2 (Protein 4F5-related) (4F5rel)	Serf2	Mus musculus (Mouse)	59	
VGLL3	P85442	reviewed	VGLL3_MOUSE	Transcription cofactor vestigial-like protein 3 (Vgl-3)	Vgll3	Mus musculus (Mouse)	326	
MESP1	P97309	reviewed	MESP1_MOUSE	Mesoderm posterior protein 1	Mesp1	Mus musculus (Mouse)	243	cis-regulatory region sequence-specific DNA binding [GO:0000987]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; protein dimerization activity [GO:0046983]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; transcription cis-regulatory region binding [GO:0000976]
RPS3A	P97351	reviewed	RS3A_MOUSE	Small ribosomal subunit protein eS1 (40S ribosomal protein S3a) (Protein TU-11)	Rps3a Rps3a1	Mus musculus (Mouse)	264	mRNA 5'-UTR binding [GO:0048027]; mRNA binding [GO:0003729]; structural constituent of ribosome [GO:0003735]; translation initiation factor binding [GO:0031369]
S100A13	P97352	reviewed	S10AD_MOUSE	Protein S100-A13 (S100 calcium-binding protein A13)	S100a13	Mus musculus (Mouse)	98	calcium ion binding [GO:0005509]; calcium-dependent protein binding [GO:0048306]; copper ion binding [GO:0005507]; fibroblast growth factor binding [GO:0017134]; lipid binding [GO:0008289]; protein homodimerization activity [GO:0042803]; RAGE receptor binding [GO:0050786]; zinc ion binding [GO:0008270]
TAF1B	P97358	reviewed	TAF1B_MOUSE	TATA box-binding protein-associated factor RNA polymerase I subunit B (RNA polymerase I-specific TBP-associated factor 68 kDa) (TAFI68) (TATA box-binding protein-associated factor 1B) (TBP-associated factor 1B) (Transcription initiation factor SL1/TIF-IB subunit B)	Taf1b	Mus musculus (Mouse)	586	metal ion binding [GO:0046872]; RNA polymerase I core promoter sequence-specific DNA binding [GO:0001164]
ETV6	P97360	reviewed	ETV6_MOUSE	Transcription factor ETV6 (ETS translocation variant 6) (ETS-related protein Tel1) (Tel)	Etv6 Tel Tel1	Mus musculus (Mouse)	485	DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; protein domain specific binding [GO:0019904]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]
SLBP	P97440	reviewed	SLBP_MOUSE	Histone RNA hairpin-binding protein (Histone stem-loop-binding protein)	Slbp Hbp	Mus musculus (Mouse)	275	histone pre-mRNA stem-loop binding [GO:0071207]; identical protein binding [GO:0042802]; mRNA binding [GO:0003729]
SLC30A3	P97441	reviewed	ZNT3_MOUSE	Probable proton-coupled zinc antiporter SLC30A3 (Solute carrier family 30 member 3) (Zinc transporter 3) (ZnT-3)	Slc30a3 Znt3	Mus musculus (Mouse)	388	antiporter activity [GO:0015297]; metal ion binding [GO:0046872]; zinc ion transmembrane transporter activity [GO:0005385]
BOP1	P97452	reviewed	BOP1_MOUSE	Ribosome biogenesis protein BOP1 (Block of proliferation 1 protein)	Bop1 Kiaa0124	Mus musculus (Mouse)	732	ribonucleoprotein complex binding [GO:0043021]
GCLC	P97494	reviewed	GSH1_MOUSE	Glutamate--cysteine ligase catalytic subunit (EC 6.3.2.2) (GCS heavy chain) (Gamma-ECS) (Gamma-glutamylcysteine synthetase)	Gclc Glclc	Mus musculus (Mouse)	637	ADP binding [GO:0043531]; ATP binding [GO:0005524]; glutamate binding [GO:0016595]; glutamate-cysteine ligase activity [GO:0004357]; magnesium ion binding [GO:0000287]; protein-containing complex binding [GO:0044877]
THUMPD3	P97770	reviewed	THUM3_MOUSE	tRNA (guanine(6)-N2)-methyltransferase THUMP3 (EC 2.1.1.256) (GtROSA26asSor) (THUMP domain-containing protein 3)	Thumpd3	Mus musculus (Mouse)	505	tRNA (guanine(6)-N2)-methyltransferase activity [GO:0160117]; tRNA (guanine(7)-N2)-methyltransferase activity [GO:0160118]; tRNA (guanine) methyltransferase activity [GO:0016423]; tRNA binding [GO:0000049]
ATP8B2	P98199	reviewed	AT8B2_MOUSE	Phospholipid-transporting ATPase ID (EC 7.6.2.1) (ATPase class I type 8B member 2) (P4-ATPase flippase complex alpha subunit ATP8B2)	Atp8b2	Mus musculus (Mouse)	1209	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled intramembrane lipid transporter activity [GO:0140326]; magnesium ion binding [GO:0000287]; phosphatidylcholine flippase activity [GO:0140345]; phosphatidylcholine floppase activity [GO:0090554]
XDH	Q00519	reviewed	XDH_MOUSE	Xanthine dehydrogenase/oxidase [Includes: Xanthine dehydrogenase (XD) (EC 1.17.1.4); Xanthine oxidase (XO) (EC 1.17.3.2) (Xanthine oxidoreductase) (XOR)]	Xdh	Mus musculus (Mouse)	1335	2 iron, 2 sulfur cluster binding [GO:0051537]; FAD binding [GO:0071949]; flavin adenine dinucleotide binding [GO:0050660]; hypoxanthine dehydrogenase activity [GO:0070674]; hypoxanthine oxidase activity [GO:0070675]; identical protein binding [GO:0042802]; iron ion binding [GO:0005506]; molybdenum ion binding [GO:0030151]; molybdopterin cofactor binding [GO:0043546]; nitrite reductase (NO-forming) activity [GO:0050421]; oxidoreductase activity [GO:0016491]; protein homodimerization activity [GO:0042803]; xanthine dehydrogenase activity [GO:0004854]; xanthine oxidase activity [GO:0004855]
EGFR	Q01279	reviewed	EGFR_MOUSE	Epidermal growth factor receptor (EC 2.7.10.1)	Egfr	Mus musculus (Mouse)	1210	actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; chromatin binding [GO:0003682]; enzyme binding [GO:0019899]; epidermal growth factor binding [GO:0048408]; epidermal growth factor receptor activity [GO:0005006]; identical protein binding [GO:0042802]; integrin binding [GO:0005178]; kinase activity [GO:0016301]; kinase binding [GO:0019900]; nitric-oxide synthase regulator activity [GO:0030235]; protein kinase binding [GO:0019901]; protein phosphatase binding [GO:0019903]; protein tyrosine kinase activity [GO:0004713]; protein-containing complex binding [GO:0044877]; signaling receptor binding [GO:0005102]; transmembrane receptor protein tyrosine kinase activator activity [GO:0030297]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]; transmembrane signaling receptor activity [GO:0004888]; ubiquitin protein ligase binding [GO:0031625]
TOP2A	Q01320	reviewed	TOP2A_MOUSE	DNA topoisomerase 2-alpha (EC 5.6.2.2) (DNA topoisomerase II, alpha isozyme)	Top2a Top-2 Top2	Mus musculus (Mouse)	1528	ATP binding [GO:0005524]; ATP-dependent activity, acting on DNA [GO:0008094]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; DNA binding, bending [GO:0008301]; DNA topoisomerase activity [GO:0003916]; DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity [GO:0003918]; magnesium ion binding [GO:0000287]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; protein kinase C binding [GO:0005080]; sequence-specific DNA binding [GO:0043565]; ubiquitin binding [GO:0043130]
ZFP41	Q02526	reviewed	ZFP41_MOUSE	Zinc finger protein 41 (Zfp-41) (CtFIN92)	Zfp41 Zfp-41	Mus musculus (Mouse)	198	DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; metal ion binding [GO:0046872]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific double-stranded DNA binding [GO:1990837]
EMX1	Q04742	reviewed	EMX1_MOUSE	Homeobox protein EMX1 (Empty spiracles homolog 1) (Empty spiracles-like protein 1)	Emx1 Emx-1	Mus musculus (Mouse)	257	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific double-stranded DNA binding [GO:1990837]
CAB39	Q06138	reviewed	CAB39_MOUSE	Calcium-binding protein 39 (MO25alpha) (Protein Mo25)	Cab39 Mo25	Mus musculus (Mouse)	341	calcium ion binding [GO:0005509]; kinase binding [GO:0019900]; protein kinase activator activity [GO:0030295]; protein serine/threonine kinase activator activity [GO:0043539]
LYAR	Q08288	reviewed	LYAR_MOUSE	Cell growth-regulating nucleolar protein (Ly1 antibody-reactive protein) (Protein expressed in male leptotene and zygotene spermatocytes 264) (MLZ-264)	Lyar	Mus musculus (Mouse)	388	DNA binding [GO:0003677]; DNA-binding transcription factor binding [GO:0140297]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; transcription regulator inhibitor activity [GO:0140416]
RAD51	Q08297	reviewed	RAD51_MOUSE	DNA repair protein RAD51 homolog 1 (RAD51 homolog A)	Rad51 Rad51a Reca	Mus musculus (Mouse)	339	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent activity, acting on DNA [GO:0008094]; ATP-dependent DNA damage sensor activity [GO:0140664]; chromatin binding [GO:0003682]; DNA polymerase binding [GO:0070182]; DNA strand exchange activity [GO:0000150]; double-stranded DNA binding [GO:0003690]; enzyme binding [GO:0019899]; identical protein binding [GO:0042802]; single-stranded DNA binding [GO:0003697]; single-stranded DNA helicase activity [GO:0017116]
ZBTB14	Q08376	reviewed	ZBT14_MOUSE	Zinc finger and BTB domain-containing protein 14 (Zinc finger protein 161) (Zfp-161) (Zinc finger protein 5) (ZF5)	Zbtb14 Zfp-5 Zfp161 Zfp5	Mus musculus (Mouse)	449	DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; sequence-specific double-stranded DNA binding [GO:1990837]; transcription cis-regulatory region binding [GO:0000976]
PECAM1	Q08481	reviewed	PECA1_MOUSE	Platelet endothelial cell adhesion molecule (PECAM-1) (CD antigen CD31)	Pecam1 Pecam Pecam-1	Mus musculus (Mouse)	727	protein homodimerization activity [GO:0042803]; protein phosphatase binding [GO:0019903]; transmembrane signaling receptor activity [GO:0004888]
MCM10	Q0VBD2	reviewed	MCM10_MOUSE	Protein MCM10 homolog	Mcm10	Mus musculus (Mouse)	885	DNA replication origin binding [GO:0003688]; enzyme binding [GO:0019899]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; single-stranded DNA binding [GO:0003697]
PLPP4	Q0VBU9	reviewed	PLPP4_MOUSE	Phospholipid phosphatase 4 (EC 3.1.3.4) (EC 3.6.1.75)	Plpp4	Mus musculus (Mouse)	271	diacylglycerol diphosphate phosphatase activity [GO:0000810]; identical protein binding [GO:0042802]; phosphatidate phosphatase activity [GO:0008195]
ZNF800	Q0VEE6	reviewed	ZN800_MOUSE	Zinc finger protein 800	Znf800 Zfp800	Mus musculus (Mouse)	662	DNA binding [GO:0003677]; metal ion binding [GO:0046872]
RBIS	Q0VG62	reviewed	RBIS_MOUSE	Ribosomal biogenesis factor	Rbis	Mus musculus (Mouse)	97	
GLI2	Q0VGT2	reviewed	GLI2_MOUSE	Zinc finger protein GLI2 (Tax helper protein)	Gli2 Thp	Mus musculus (Mouse)	1544	chromatin binding [GO:0003682]; chromatin DNA binding [GO:0031490]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; promoter-specific chromatin binding [GO:1990841]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; sequence-specific double-stranded DNA binding [GO:1990837]; transcription cis-regulatory region binding [GO:0000976]; zinc ion binding [GO:0008270]
FAM171B	Q14CH0	reviewed	F171B_MOUSE	Protein FAM171B	Fam171b	Mus musculus (Mouse)	825	
SLC35F3	Q1LZI2	reviewed	S35F3_MOUSE	Solute carrier family 35 member F3 (Thiamine transporter SLC35F3)	Slc35f3	Mus musculus (Mouse)	421	
B3GNT4	Q1RLK6	reviewed	B3GN4_MOUSE	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 4 (EC 2.4.1.149) (UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4) (BGnT-4) (Beta-1,3-Gn-T4) (Beta-1,3-N-acetylglucosaminyltransferase 4) (Beta3Gn-T4) (EC 2.4.1.-)	B3gnt4	Mus musculus (Mouse)	350	beta-galactosyl-N-acetylglucosaminylgalactosylglucosyl-ceramide beta-1,3-acetylglucosaminyltransferase activity [GO:0008457]; N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase activity [GO:0008532]
BMAL2	Q2VPD4	reviewed	BMAL2_MOUSE	Basic helix-loop-helix ARNT-like protein 2 (Aryl hydrocarbon receptor nuclear translocator-like protein 2) (Brain and muscle ARNT-like 2)	Bmal2 Arntl2	Mus musculus (Mouse)	579	DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; E-box binding [GO:0070888]; protein dimerization activity [GO:0046983]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]
HDDC2	Q3SXD3	reviewed	HDDC2_MOUSE	5'-deoxynucleotidase HDDC2 (EC 3.1.3.89) (HD domain-containing protein 2)	Hddc2	Mus musculus (Mouse)	199	5'-deoxynucleotidase activity [GO:0002953]; metal ion binding [GO:0046872]
HS1BP3	Q3TC93	reviewed	H1BP3_MOUSE	HCLS1-binding protein 3 (HS1-binding protein 3) (HSP1BP-3)	Hs1bp3	Mus musculus (Mouse)	395	phosphatidylinositol binding [GO:0035091]
ZNF691	Q3TDE8	reviewed	ZN691_MOUSE	Zinc finger protein 691	Znf691 Zfp691	Mus musculus (Mouse)	283	DNA-binding transcription factor activity [GO:0003700]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]
GPATCH4	Q3TFK5	reviewed	GPTC4_MOUSE	G patch domain-containing protein 4	Gpatch4 Gpatc4	Mus musculus (Mouse)	415	nucleic acid binding [GO:0003676]
DTL	Q3TLR7	reviewed	DTL_MOUSE	Denticleless protein homolog (Lethal(2) denticleless protein homolog) (Meth A retinoic acid-regulated nuclear matrix-associated protein) (Meth A RAMP) (Retinoic acid-regulated nuclear matrix-associated protein)	Dtl Cdt2 L2dtl Ramp	Mus musculus (Mouse)	729	protein-macromolecule adaptor activity [GO:0030674]; ubiquitin-protein transferase activity [GO:0004842]
OTULINL	Q3TVP5	reviewed	OTULL_MOUSE	Inactive ubiquitin thioesterase OTULINL	Otulinl Fam105a	Mus musculus (Mouse)	353	
ODF3L2	Q3TZ65	reviewed	CMA1D_MOUSE	Protein CIMAP1D (Outer dense fiber protein 3-like protein 2)	Cimap1d Gm1157 Odf3l2	Mus musculus (Mouse)	277	
NOL9	Q3TZX8	reviewed	NOL9_MOUSE	Polynucleotide 5'-hydroxyl-kinase NOL9 (EC 2.7.1.78) (Nucleolar protein 9)	Nol9	Mus musculus (Mouse)	714	ATP binding [GO:0005524]; ATP-dependent polydeoxyribonucleotide 5'-hydroxyl-kinase activity [GO:0046404]; ATP-dependent polyribonucleotide 5'-hydroxyl-kinase activity [GO:0051736]; polynucleotide 5'-hydroxyl-kinase activity [GO:0051731]; RNA binding [GO:0003723]
TMEM35B	Q3U0Y2	reviewed	TM35B_MOUSE	Transmembrane protein 35B (ZMYM6 neighbor protein)	Tmem35b Gm12942 Zmym6nb	Mus musculus (Mouse)	150	
