From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (molecular function)
CDK7	P50613	reviewed	CDK7_HUMAN	Cyclin-dependent kinase 7 (EC 2.7.11.22) (EC 2.7.11.23) (39 kDa protein kinase) (p39 Mo15) (CDK-activating kinase 1) (Cell division protein kinase 7) (Serine/threonine-protein kinase 1) (TFIIH basal transcription factor complex kinase subunit)	CDK7 CAK CAK1 CDKN7 MO15 STK1	Homo sapiens (Human)	346	ATP binding [GO:0005524]; ATP-dependent activity, acting on DNA [GO:0008094]; cyclin-dependent protein serine/threonine kinase activity [GO:0004693]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; RNA polymerase II CTD heptapeptide repeat kinase activity [GO:0008353]
BCAM	P50895	reviewed	BCAM_HUMAN	Basal cell adhesion molecule (Auberger B antigen) (B-CAM cell surface glycoprotein) (F8/G253 antigen) (Lutheran antigen) (Lutheran blood group glycoprotein) (CD antigen CD239)	BCAM LU MSK19	Homo sapiens (Human)	628	laminin binding [GO:0043236]; laminin receptor activity [GO:0005055]; transmembrane signaling receptor activity [GO:0004888]
SMARCA4	P51532	reviewed	SMCA4_HUMAN	Transcription activator BRG1 (EC 3.6.4.-) (ATP-dependent helicase SMARCA4) (BRG1-associated factor 190A) (BAF190A) (Mitotic growth and transcription activator) (Protein BRG-1) (Protein brahma homolog 1) (SNF2-beta) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 4)	SMARCA4 BAF190A BRG1 SNF2B SNF2L4	Homo sapiens (Human)	1647	ATP binding [GO:0005524]; ATP-dependent activity, acting on DNA [GO:0008094]; ATP-dependent chromatin remodeler activity [GO:0140658]; DNA binding [GO:0003677]; DNA polymerase binding [GO:0070182]; helicase activity [GO:0004386]; hydrolase activity [GO:0016787]; lysine-acetylated histone binding [GO:0070577]; nuclear androgen receptor binding [GO:0050681]; p53 binding [GO:0002039]; RNA binding [GO:0003723]; Tat protein binding [GO:0030957]; transcription coactivator activity [GO:0003713]; transcription coregulator binding [GO:0001221]; transcription corepressor activity [GO:0003714]
ZNF142	P52746	reviewed	ZN142_HUMAN	Zinc finger protein 142	ZNF142 KIAA0236	Homo sapiens (Human)	1687	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]
AKR1C2	P52895	reviewed	AK1C2_HUMAN	Aldo-keto reductase family 1 member C2 (EC 1.-.-.-) (EC 1.1.1.112) (EC 1.1.1.209) (EC 1.1.1.53) (EC 1.1.1.62) (EC 1.3.1.20) (3-alpha-HSD3) (Chlordecone reductase homolog HAKRD) (Dihydrodiol dehydrogenase 2) (DD-2) (DD2) (Dihydrodiol dehydrogenase/bile acid-binding protein) (DD/BABP) (Type III 3-alpha-hydroxysteroid dehydrogenase) (EC 1.1.1.357)	AKR1C2 DDH2	Homo sapiens (Human)	323	alditol:NADP+ 1-oxidoreductase activity [GO:0004032]; androstan-3-alpha,17-beta-diol dehydrogenase activity [GO:0047044]; androsterone dehydrogenase activity [GO:0047023]; bile acid binding [GO:0032052]; carboxylic acid binding [GO:0031406]; estradiol 17-beta-dehydrogenase [NAD(P)] activity [GO:0004303]; indanol dehydrogenase activity [GO:0047718]; ketosteroid monooxygenase activity [GO:0047086]; oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [GO:0016655]; phenanthrene 9,10-monooxygenase activity [GO:0018636]; trans-1,2-dihydrobenzene-1,2-diol dehydrogenase activity [GO:0047115]
POLR2K	P53803	reviewed	RPAB4_HUMAN	DNA-directed RNA polymerases I, II, and III subunit RPABC4 (RNA polymerases I, II, and III subunit ABC4) (ABC10-alpha) (DNA-directed RNA polymerase II subunit K) (RNA polymerase II 7.0 kDa subunit) (RPB7.0) (RPB10alpha)	POLR2K	Homo sapiens (Human)	58	DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; zinc ion binding [GO:0008270]
TERF1	P54274	reviewed	TERF1_HUMAN	Telomeric repeat-binding factor 1 (NIMA-interacting protein 2) (TTAGGG repeat-binding factor 1) (Telomeric protein Pin2/TRF1)	TERF1 PIN2 TRBF1 TRF TRF1	Homo sapiens (Human)	439	ankyrin repeat binding [GO:0071532]; DNA binding [GO:0003677]; DNA binding, bending [GO:0008301]; double-stranded telomeric DNA binding [GO:0003691]; G-rich strand telomeric DNA binding [GO:0098505]; identical protein binding [GO:0042802]; microtubule binding [GO:0008017]; molecular adaptor activity [GO:0060090]; protein homodimerization activity [GO:0042803]; telomeric DNA binding [GO:0042162]
FOXA1	P55317	reviewed	FOXA1_HUMAN	Hepatocyte nuclear factor 3-alpha (HNF-3-alpha) (HNF-3A) (Forkhead box protein A1) (Transcription factor 3A) (TCF-3A)	FOXA1 HNF3A TCF3A	Homo sapiens (Human)	472	chromatin binding [GO:0003682]; DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; protein domain specific binding [GO:0019904]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific double-stranded DNA binding [GO:1990837]; transcription cis-regulatory region binding [GO:0000976]
ATP5MJ	P56378	reviewed	ATP68_HUMAN	ATP synthase subunit ATP5MJ, mitochondrial (6.8 kDa mitochondrial proteolipid protein) (MLQ) (ATP synthase membrane subunit 6.8PL)	ATP5MJ ATP5MPL C14orf2 MP68 PRO1574	Homo sapiens (Human)	58	
TMEM50B	P56557	reviewed	TM50B_HUMAN	Transmembrane protein 50B (HCV p7-trans-regulated protein 3)	TMEM50B C21orf4 UNQ167/PRO193	Homo sapiens (Human)	158	
UBE2N	P61088	reviewed	UBE2N_HUMAN	Ubiquitin-conjugating enzyme E2 N (EC 2.3.2.23) (Bendless-like ubiquitin-conjugating enzyme) (E2 ubiquitin-conjugating enzyme N) (Ubc13) (UbcH13) (Ubiquitin carrier protein N) (Ubiquitin-protein ligase N)	UBE2N BLU	Homo sapiens (Human)	152	ATP binding [GO:0005524]; RNA binding [GO:0003723]; ubiquitin binding [GO:0043130]; ubiquitin conjugating enzyme activity [GO:0061631]; ubiquitin protein ligase binding [GO:0031625]; ubiquitin-protein transferase activator activity [GO:0097027]; ubiquitin-protein transferase activity [GO:0004842]
POLR2F	P61218	reviewed	RPAB2_HUMAN	DNA-directed RNA polymerases I, II, and III subunit RPABC2 (RNA polymerases I, II, and III subunit ABC2) (DNA-directed RNA polymerase II subunit F) (DNA-directed RNA polymerases I, II, and III 14.4 kDa polypeptide) (RPABC14.4) (RPB14.4) (RPB6 homolog) (RPC15)	POLR2F POLRF	Homo sapiens (Human)	127	DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]
RPL23A	P62750	reviewed	RL23A_HUMAN	Large ribosomal subunit protein uL23 (60S ribosomal protein L23a)	RPL23A	Homo sapiens (Human)	156	cadherin binding [GO:0045296]; RNA binding [GO:0003723]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; TORC2 complex binding [GO:1904841]
RAE1	P78406	reviewed	RAE1L_HUMAN	mRNA export factor RAE1 (Rae1 protein homolog) (mRNA-associated protein mrnp 41)	RAE1 MRNP41	Homo sapiens (Human)	368	microtubule binding [GO:0008017]; RNA binding [GO:0003723]; ubiquitin binding [GO:0043130]
FOXK1	P85037	reviewed	FOXK1_HUMAN	Forkhead box protein K1 (Myocyte nuclear factor) (MNF)	FOXK1 MNF	Homo sapiens (Human)	733	14-3-3 protein binding [GO:0071889]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific double-stranded DNA binding [GO:1990837]; transcription cis-regulatory region binding [GO:0000976]
DAB2	P98082	reviewed	DAB2_HUMAN	Disabled homolog 2 (Adaptor molecule disabled-2) (Differentially expressed in ovarian carcinoma 2) (DOC-2) (Differentially-expressed protein 2)	DAB2 DOC2	Homo sapiens (Human)	770	cargo receptor activity [GO:0038024]; clathrin adaptor activity [GO:0035615]; low-density lipoprotein particle receptor binding [GO:0050750]; SMAD binding [GO:0046332]
MLLT1	Q03111	reviewed	ENL_HUMAN	Protein ENL (YEATS domain-containing protein 1)	MLLT1 ENL LTG19 YEATS1	Homo sapiens (Human)	559	chromatin binding [GO:0003682]; lysine-acetylated histone binding [GO:0070577]
ZNF33A	Q06730	reviewed	ZN33A_HUMAN	Zinc finger protein 33A (Zinc finger and ZAK-associated protein with KRAB domain) (ZZaPK) (Zinc finger protein 11A) (Zinc finger protein KOX31)	ZNF33A KIAA0065 KOX31 ZNF11 ZNF11A ZNF33	Homo sapiens (Human)	810	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]
ZNF33B	Q06732	reviewed	ZN33B_HUMAN	Zinc finger protein 33B (Zinc finger protein 11B) (Zinc finger protein KOX2)	ZNF33B KOX2 ZNF11B	Homo sapiens (Human)	778	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]
ZNF415	Q09FC8	reviewed	ZN415_HUMAN	Zinc finger protein 415	ZNF415	Homo sapiens (Human)	603	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]
TMEM62	Q0P6H9	reviewed	TMM62_HUMAN	Transmembrane protein 62	TMEM62	Homo sapiens (Human)	643	hydrolase activity [GO:0016787]
SMARCB1	Q12824	reviewed	SNF5_HUMAN	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1 (BRG1-associated factor 47) (BAF47) (Integrase interactor 1 protein) (SNF5 homolog) (hSNF5)	SMARCB1 BAF47 INI1 SNF5L1	Homo sapiens (Human)	385	DNA binding [GO:0003677]; identical protein binding [GO:0042802]; p53 binding [GO:0002039]; Tat protein binding [GO:0030957]; transcription coactivator activity [GO:0003713]
PTPN13	Q12923	reviewed	PTN13_HUMAN	Tyrosine-protein phosphatase non-receptor type 13 (EC 3.1.3.48) (Fas-associated protein-tyrosine phosphatase 1) (FAP-1) (PTP-BAS) (Protein-tyrosine phosphatase 1E) (PTP-E1) (hPTPE1) (Protein-tyrosine phosphatase PTPL1)	PTPN13 PNP1 PTP1E PTPL1	Homo sapiens (Human)	2485	phosphatidylinositol 3-kinase regulatory subunit binding [GO:0036312]; protein tyrosine phosphatase activity [GO:0004725]
ACACA	Q13085	reviewed	ACACA_HUMAN	Acetyl-CoA carboxylase 1 (ACC1) (EC 6.4.1.2) (Acetyl-Coenzyme A carboxylase alpha) (ACC-alpha)	ACACA ACAC ACC1 ACCA	Homo sapiens (Human)	2346	acetyl-CoA carboxylase activity [GO:0003989]; ATP binding [GO:0005524]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]
ZNF154	Q13106	reviewed	ZN154_HUMAN	Zinc finger protein 154	ZNF154 KIAA2003	Homo sapiens (Human)	437	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]
BAMBI	Q13145	reviewed	BAMBI_HUMAN	BMP and activin membrane-bound inhibitor homolog (Non-metastatic gene A protein) (Putative transmembrane protein NMA)	BAMBI NMA	Homo sapiens (Human)	260	frizzled binding [GO:0005109]; type II transforming growth factor beta receptor binding [GO:0005114]
SP140	Q13342	reviewed	SP140_HUMAN	Nuclear body protein SP140 (Lymphoid-restricted homolog of Sp100) (LYSp100) (Nuclear autoantigen Sp-140) (Speckled 140 kDa)	SP140 LYSP100	Homo sapiens (Human)	867	DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]
TCOF1	Q13428	reviewed	TCOF_HUMAN	Treacle protein (Treacher Collins syndrome protein)	TCOF1	Homo sapiens (Human)	1488	protein heterodimerization activity [GO:0046982]; protein-macromolecule adaptor activity [GO:0030674]; RNA binding [GO:0003723]; scaffold protein binding [GO:0097110]
GAB1	Q13480	reviewed	GAB1_HUMAN	GRB2-associated-binding protein 1 (GRB2-associated binder 1) (Growth factor receptor bound protein 2-associated protein 1)	GAB1	Homo sapiens (Human)	694	signaling adaptor activity [GO:0035591]
BIRC2	Q13490	reviewed	BIRC2_HUMAN	Baculoviral IAP repeat-containing protein 2 (EC 2.3.2.27) (Cellular inhibitor of apoptosis 1) (C-IAP1) (IAP homolog B) (Inhibitor of apoptosis protein 2) (hIAP-2) (hIAP2) (RING finger protein 48) (RING-type E3 ubiquitin transferase BIRC2) (TNFR2-TRAF-signaling complex protein 2)	BIRC2 API1 MIHB RNF48	Homo sapiens (Human)	618	cysteine-type endopeptidase inhibitor activity involved in apoptotic process [GO:0043027]; FBXO family protein binding [GO:0098770]; identical protein binding [GO:0042802]; protein-containing complex binding [GO:0044877]; protein-folding chaperone binding [GO:0051087]; transcription coactivator activity [GO:0003713]; transferase activity [GO:0016740]; ubiquitin binding [GO:0043130]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]
DYRK1A	Q13627	reviewed	DYR1A_HUMAN	Dual specificity tyrosine-phosphorylation-regulated kinase 1A (EC 2.7.11.23) (EC 2.7.12.1) (Dual specificity YAK1-related kinase) (HP86) (Protein kinase minibrain homolog) (MNBH) (hMNB)	DYRK1A DYRK MNB MNBH	Homo sapiens (Human)	763	actin binding [GO:0003779]; ATP binding [GO:0005524]; cytoskeletal protein binding [GO:0008092]; histone H3T45 kinase activity [GO:0140857]; identical protein binding [GO:0042802]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]; protein kinase activity [GO:0004672]; protein self-association [GO:0043621]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; protein tyrosine kinase activity [GO:0004713]; RNA polymerase II CTD heptapeptide repeat kinase activity [GO:0008353]; tau protein binding [GO:0048156]; tau-protein kinase activity [GO:0050321]; transcription coactivator activity [GO:0003713]; tubulin binding [GO:0015631]
VGLL4	Q14135	reviewed	VGLL4_HUMAN	Transcription cofactor vestigial-like protein 4 (Vgl-4)	VGLL4 KIAA0121	Homo sapiens (Human)	290	transcription coactivator binding [GO:0001223]
PDIA5	Q14554	reviewed	PDIA5_HUMAN	Protein disulfide-isomerase A5 (EC 5.3.4.1) (Protein disulfide isomerase-related protein)	PDIA5 PDIR	Homo sapiens (Human)	519	oxidoreductase activity [GO:0016491]; protein disulfide isomerase activity [GO:0003756]; protein-disulfide reductase activity [GO:0015035]
AGER	Q15109	reviewed	RAGE_HUMAN	Advanced glycosylation end product-specific receptor (Receptor for advanced glycosylation end products)	AGER RAGE	Homo sapiens (Human)	404	advanced glycation end-product receptor activity [GO:0050785]; amyloid-beta binding [GO:0001540]; identical protein binding [GO:0042802]; laminin receptor activity [GO:0005055]; molecular adaptor activity [GO:0060090]; protein-containing complex binding [GO:0044877]; S100 protein binding [GO:0044548]; scavenger receptor activity [GO:0005044]; signaling receptor activity [GO:0038023]; transmembrane signaling receptor activity [GO:0004888]
ANKRD1	Q15327	reviewed	ANKR1_HUMAN	Ankyrin repeat domain-containing protein 1 (Cardiac ankyrin repeat protein) (Cytokine-inducible gene C-193 protein) (Cytokine-inducible nuclear protein)	ANKRD1 C193 CARP HA1A2	Homo sapiens (Human)	319	DNA binding [GO:0003677]; histone deacetylase binding [GO:0042826]; p53 binding [GO:0002039]; R-SMAD binding [GO:0070412]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]; titin binding [GO:0031432]; transcription coactivator activity [GO:0003713]; transcription corepressor activity [GO:0003714]
TTF1	Q15361	reviewed	TTF1_HUMAN	Transcription termination factor 1 (TTF-1) (RNA polymerase I termination factor) (Transcription termination factor I) (TTF-I)	TTF1	Homo sapiens (Human)	905	chromatin binding [GO:0003682]; DNA binding [GO:0003677]
RBMS2	Q15434	reviewed	RBMS2_HUMAN	RNA-binding motif, single-stranded-interacting protein 2 (Suppressor of CDC2 with RNA-binding motif 3)	RBMS2 SCR3	Homo sapiens (Human)	407	mRNA 3'-UTR binding [GO:0003730]; poly(A) binding [GO:0008143]; poly(U) RNA binding [GO:0008266]; RNA binding [GO:0003723]
TAF1C	Q15572	reviewed	TAF1C_HUMAN	TATA box-binding protein-associated factor RNA polymerase I subunit C (RNA polymerase I-specific TBP-associated factor 110 kDa) (TAFI110) (TATA box-binding protein-associated factor 1C) (TBP-associated factor 1C) (Transcription initiation factor SL1/TIF-IB subunit C)	TAF1C	Homo sapiens (Human)	869	RNA polymerase I core promoter sequence-specific DNA binding [GO:0001164]; RNA polymerase I general transcription initiation factor activity [GO:0001181]
ZNF174	Q15697	reviewed	ZN174_HUMAN	Zinc finger protein 174 (AW-1) (Zinc finger and SCAN domain-containing protein 8)	ZNF174 ZSCAN8	Homo sapiens (Human)	407	DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; protein homodimerization activity [GO:0042803]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; sequence-specific double-stranded DNA binding [GO:1990837]; transcription cis-regulatory region binding [GO:0000976]
INPP5J	Q15735	reviewed	PI5PA_HUMAN	Phosphatidylinositol 4,5-bisphosphate 5-phosphatase A (EC 3.1.3.36) (Inositol polyphosphate 5-phosphatase J) (Phosphatidylinositol 1,3,4,5-tetrakisphosphate 5-phosphatase) (EC 3.1.3.56) (Phosphatidylinositol 1,4,5-trisphosphate 5-phosphatase) (EC 3.1.3.56)	INPP5J PIB5PA PIPP	Homo sapiens (Human)	1006	inositol-1,3,4,5-tetrakisphosphate 5-phosphatase activity [GO:0052659]; inositol-1,4,5-trisphosphate 5-phosphatase activity [GO:0052658]; inositol-polyphosphate 5-phosphatase activity [GO:0004445]; phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity [GO:0034485]; phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity [GO:0004439]; SH3 domain binding [GO:0017124]
MRPL23	Q16540	reviewed	RM23_HUMAN	Large ribosomal subunit protein uL23m (39S ribosomal protein L23, mitochondrial) (L23mt) (MRP-L23) (L23 mitochondrial-related protein) (Ribosomal protein L23-like)	MRPL23 L23MRP RPL23L	Homo sapiens (Human)	153	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
CAMK4	Q16566	reviewed	KCC4_HUMAN	Calcium/calmodulin-dependent protein kinase type IV (CaMK IV) (EC 2.7.11.17) (CaM kinase-GR)	CAMK4 CAMK CAMK-GR CAMKIV	Homo sapiens (Human)	473	ATP binding [GO:0005524]; calcium-dependent protein serine/threonine kinase activity [GO:0009931]; calmodulin binding [GO:0005516]; calmodulin-dependent protein kinase activity [GO:0004683]; protein serine kinase activity [GO:0106310]
LRRC26	Q2I0M4	reviewed	LRC26_HUMAN	Leucine-rich repeat-containing protein 26 (BK channel auxiliary gamma subunit LRRC26) (Cytokeratin-associated protein in cancer)	LRRC26 CAPC	Homo sapiens (Human)	334	potassium channel activator activity [GO:0099104]; potassium channel regulator activity [GO:0015459]; transmembrane transporter binding [GO:0044325]; voltage-gated potassium channel activity [GO:0005249]
POLR1F	Q3B726	reviewed	RPA43_HUMAN	DNA-directed RNA polymerase I subunit RPA43 (DNA-directed RNA polymerase I subunit F) (Twist neighbor protein)	POLR1F TWISTNB	Homo sapiens (Human)	338	
ZBED5	Q49AG3	reviewed	ZBED5_HUMAN	Zinc finger BED domain-containing protein 5 (Transposon-derived Buster1 transposase-like protein)	ZBED5 Buster1	Homo sapiens (Human)	693	DNA binding [GO:0003677]; metal ion binding [GO:0046872]
SYTL3	Q4VX76	reviewed	SYTL3_HUMAN	Synaptotagmin-like protein 3 (Exophilin-6)	SYTL3 SLP3	Homo sapiens (Human)	610	calcium-dependent phospholipid binding [GO:0005544]; neurexin family protein binding [GO:0042043]; small GTPase binding [GO:0031267]
SMUG1	Q53HV7	reviewed	SMUG1_HUMAN	Single-strand selective monofunctional uracil DNA glycosylase (EC 3.2.2.-)	SMUG1	Homo sapiens (Human)	270	DNA binding [GO:0003677]; DNA N-glycosylase activity [GO:0019104]; identical protein binding [GO:0042802]; oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity [GO:0000703]; single-strand selective uracil DNA N-glycosylase activity [GO:0017065]; uracil DNA N-glycosylase activity [GO:0004844]
TMEM177	Q53S58	reviewed	TM177_HUMAN	Transmembrane protein 177	TMEM177	Homo sapiens (Human)	311	
ZNF385B	Q569K4	reviewed	Z385B_HUMAN	Zinc finger protein 385B (Zinc finger protein 533)	ZNF385B ZNF533	Homo sapiens (Human)	471	nucleic acid binding [GO:0003676]; p53 binding [GO:0002039]; zinc ion binding [GO:0008270]
HERC4	Q5GLZ8	reviewed	HERC4_HUMAN	Probable E3 ubiquitin-protein ligase HERC4 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 4) (HECT-type E3 ubiquitin transferase HERC4)	HERC4 KIAA1593	Homo sapiens (Human)	1057	ubiquitin protein ligase activity [GO:0061630]
FAM76B	Q5HYJ3	reviewed	FA76B_HUMAN	Protein FAM76B	FAM76B	Homo sapiens (Human)	339	
ZC3H12B	Q5HYM0	reviewed	ZC12B_HUMAN	Probable ribonuclease ZC3H12B (EC 3.1.-.-) (MCP-induced protein 2) (Zinc finger CCCH domain-containing protein 12B)	ZC3H12B CXorf32 MCPIP2	Homo sapiens (Human)	836	metal ion binding [GO:0046872]; mRNA binding [GO:0003729]; RNA endonuclease activity [GO:0004521]
EFHC2	Q5JST6	reviewed	EFHC2_HUMAN	EF-hand domain-containing family member C2	EFHC2	Homo sapiens (Human)	749	calcium ion binding [GO:0005509]
UBE2NL	Q5JXB2	reviewed	UE2NL_HUMAN	Putative ubiquitin-conjugating enzyme E2 N-like (Epididymis tissue protein Li 174)	UBE2NL	Homo sapiens (Human)	153	ubiquitin conjugating enzyme activity [GO:0061631]
TMEM31	Q5JXX7	reviewed	TMM31_HUMAN	Transmembrane protein 31	TMEM31	Homo sapiens (Human)	168	
SPECC1	Q5M775	reviewed	CYTSB_HUMAN	Cytospin-B (Nuclear structure protein 5) (NSP5) (Sperm antigen HCMOGT-1) (Sperm antigen with calponin homology and coiled-coil domains 1)	SPECC1 CYTSB NSP5	Homo sapiens (Human)	1068	
SPANXN3	Q5MJ09	reviewed	SPXN3_HUMAN	Sperm protein associated with the nucleus on the X chromosome N3 (Nuclear-associated protein SPAN-Xn3) (SPANX-N3) (SPANX family member N3)	SPANXN3	Homo sapiens (Human)	141	
SPANXN2	Q5MJ10	reviewed	SPXN2_HUMAN	Sperm protein associated with the nucleus on the X chromosome N2 (Nuclear-associated protein SPAN-Xn2) (SPANX-N2) (SPANX family member N2)	SPANXN2	Homo sapiens (Human)	180	
DCAF10	Q5QP82	reviewed	DCA10_HUMAN	DDB1- and CUL4-associated factor 10 (WD repeat-containing protein 32)	DCAF10 WDR32	Homo sapiens (Human)	559	
DEPDC1	Q5TB30	reviewed	DEP1A_HUMAN	DEP domain-containing protein 1A	DEPDC1 DEPDC1A	Homo sapiens (Human)	811	GTPase activator activity [GO:0005096]
ZBTB37	Q5TC79	reviewed	ZBT37_HUMAN	Zinc finger and BTB domain-containing protein 37	ZBTB37	Homo sapiens (Human)	503	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific double-stranded DNA binding [GO:1990837]
DNAAF9	Q5TEA3	reviewed	DAAF9_HUMAN	Dynein axonemal assembly factor 9 (DNAAF9)	DNAAF9 C20orf194	Homo sapiens (Human)	1177	
HDGFL1	Q5TGJ6	reviewed	HDGL1_HUMAN	Hepatoma-derived growth factor-like protein 1 (PWWP domain-containing protein 1)	HDGFL1 PWWP1	Homo sapiens (Human)	251	
OTP	Q5XKR4	reviewed	OTP_HUMAN	Homeobox protein orthopedia	OTP	Homo sapiens (Human)	325	DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]
ZKSCAN2	Q63HK3	reviewed	ZKSC2_HUMAN	Zinc finger protein with KRAB and SCAN domains 2 (Zinc finger protein 694)	ZKSCAN2 ZNF694	Homo sapiens (Human)	967	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]
TBC1D9B	Q66K14	reviewed	TBC9B_HUMAN	TBC1 domain family member 9B	TBC1D9B KIAA0676	Homo sapiens (Human)	1250	calcium ion binding [GO:0005509]; GTPase activator activity [GO:0005096]
ANKRD40	Q6AI12	reviewed	ANR40_HUMAN	Ankyrin repeat domain-containing protein 40	ANKRD40	Homo sapiens (Human)	368	
SIGIRR	Q6IA17	reviewed	SIGIR_HUMAN	Single Ig IL-1-related receptor (Single Ig IL-1R-related molecule) (Single immunoglobulin domain-containing IL1R-related protein) (Toll/interleukin-1 receptor 8) (TIR8)	SIGIRR UNQ301/PRO342	Homo sapiens (Human)	410	
GARIN5A	Q6IPT2	reviewed	GAR5A_HUMAN	Golgi-associated RAB2 interactor protein 5A	GARIN5A FAM71E1	Homo sapiens (Human)	247	
ZSCAN25	Q6NSZ9	reviewed	ZSC25_HUMAN	Zinc finger and SCAN domain-containing protein 25 (Zinc finger protein 498)	ZSCAN25 ZNF498	Homo sapiens (Human)	544	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]
CC2D1A	Q6P1N0	reviewed	C2D1A_HUMAN	Coiled-coil and C2 domain-containing protein 1A (Akt kinase-interacting protein 1) (Five prime repressor element under dual repression-binding protein 1) (FRE under dual repression-binding protein 1) (Freud-1) (Putative NF-kappa-B-activating protein 023N)	CC2D1A AKI1 LGD2	Homo sapiens (Human)	951	cadherin binding [GO:0045296]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]
KLHL35	Q6PF15	reviewed	KLH35_HUMAN	Kelch-like protein 35	KLHL35	Homo sapiens (Human)	583	
BORA	Q6PGQ7	reviewed	BORA_HUMAN	Protein aurora borealis (HsBora)	BORA C13orf34	Homo sapiens (Human)	559	protein kinase binding [GO:0019901]
INO80C	Q6PI98	reviewed	IN80C_HUMAN	INO80 complex subunit C (IES6 homolog) (hIes6)	INO80C C18orf37	Homo sapiens (Human)	192	
